year,pacfa_id,business_type,facility_name,address,city,state,zip_code,county,latitude,longitude
2019,,Pet Animal Small Rescue,Homeward Bound Rescue of Colorado,,Greeley,Co,,Weld County,,
2021,,Pet Animal Small Rescue,Homeward Bound Rescue of Colorado,,Greeley,Co,,Weld County,,
2022,,Pet Animal Small Rescue,Homeward Bound Rescue of Colorado,,Greeley,Co,,Weld County,,
2023,,Pet Animal Small Rescue,Homeward Bound Rescue of Colorado,,Greeley,Co,,Weld County,,
Licensing,,Pet Animal Small Rescue,Homeward Bound Rescue of Colorado,,Greeley,Co,,Weld,,
2021,,,Hoof & Paw,,,,,,,
2022,,,Hoof & Paw,,,,,,,
2010,6256,,Hoof And Paw ,Po Box 292,Nucla,Co,81424.0,,,
2015,,,Hoof And Paw (West End Animal Assist,606 Cascade Circle,,,81422,Montrose County,,
2018,,,Hoof and Paw,,,,,Montrose County,,
2020,,,Hoof and Paw,,,,,Montrose County,,
2023,,,Hoof and Paw,,,,,Montrose County,,
2014,,,Hoof and Paw (West End Animal Assist),606 Cascade Cir,Naturita ,,81422,Montrose County,38.22008,-108.576838
Licensing,,Pet Animal Small Shelter,Hoof and Paw Inc,,Naturita,Co,,Montrose,,
2016,,,"Hoof and Paw, Inc.",,Nucla,,81424,Montrose County,38.27013,-108.545867
2009,6256,,Hoof and Paws (West End Animal Assist),720 Grape Street,Nucla,Co,81424.0,,,
2011,6256,,Hoof and Paws (West End Animal Assist),720 Grape Street,Nucla,Co,81424.0,,,
2012,6256.0,,Hoof and Paws (West End Animal Assist),720 Grape Street,Nucla,Co,81424.0,,,
2013,6256,,Hoof and Paws (West End Animal Assist),720 Grape Street,Nucla,Co,81424.0,,,
2010,5539,,Hope For Animals ,12163 W. Stanford Dr.,Morrison,Co,80465.0,,,
2015,,,Hope For Animals -Clear Creek Rescue,1133 Lodgepole Drive,,,80439,Clear Creek County,,
2016,,,Hope For Animals-Clear Creek Rescue,,Littleton,,80127,Jefferson County,39.612653,-105.016198
2018,,,Hope For Animals-Clear Creek Rescue,,Littleton,,80127,Jefferson County,39.612653,-105.016198
2019,,,Hope For Animals-Clear Creek Rescue,,Littleton,,80127,Jefferson County,39.612653,-105.016198
2020,,,Hope For Animals-Clear Creek Rescue,,Littleton,,80127,Jefferson County,39.612653,-105.016198
2021,,,Hope For Animals-Clear Creek Rescue,,Littleton,,80127,Jefferson County,39.612653,-105.016198
2022,,,Hope For Animals-Clear Creek Rescue,,Littleton,,80127,Jefferson County,39.612653,-105.016198
2023,,,Hope For Animals-Clear Creek Rescue,,Littleton,,80127,Jefferson County,39.612653,-105.016198
2014,,,Hope for Animals - Clear Creek Rescue,1133 Lodgepole Dr,Evergreen ,,80439,Jefferson County,39.674626,-105.418035
Licensing,,Pet Animal Small Rescue,Hope for Animals Clear Creek Rescue,,Golden,Co,,Jefferson,,
2017,,,Hope for animals - clear creek rescue,,Littleton,,80127,Jefferson County,39.572458,-105.141992
2007,5808.0,,Horsetooth Rescue/Kennel,2825 S. Taft Hill Rd.,Fort Collins,Co,80526.0,,,
Licensing,,Pet Animal Small Rescue,House of Exotics LLC,,Canon City,Co,,Fremont,,
2007,2.0,,Humane Society Of Boulder Valley,2323 55Th St,Boulder,Co,80301.0,,,
2008,2,,Humane Society Of Boulder Valley,2323 55Th St,Boulder,Co,80301.0,,,
2009,2,,Humane Society Of Boulder Valley,2323 55Th St,Boulder,Co,80301.0,,,
2010,2,,Humane Society Of Boulder Valley,2323 55th St,Boulder,Co,80301.0,,,
2011,2,,Humane Society Of Boulder Valley,2323 55Th St,Boulder,Co,80301.0,,,
2012,2.0,,Humane Society Of Boulder Valley,2323 55Th St,Boulder,Co,80301.0,,,
2013,2,,Humane Society Of Boulder Valley,2323 55Th St,Boulder,Co,80301.0,,,
2007,8.0,,Humane Society Of Fremont County,110 Rhoades Ave.,Canon City,Co,81212.0,,,
2008,8,,Humane Society Of Fremont County,110 Rhoades Ave.,Canon City,Co,81212.0,,,
2009,8,,Humane Society Of Fremont County,110 Rhoades Ave.,Canon City,Co,81212.0,,,
2010,8,,Humane Society Of Fremont County,110 Rhoades Ave.,Canon City,Co,81212.0,,,
2011,8,,Humane Society Of Fremont County,110 Rhoades Ave.,Canon City,Co,81212.0,,,
2012,8.0,,Humane Society Of Fremont County,110 Rhoades Ave.,Canon City,Co,81212.0,,,
2013,8,,Humane Society Of Fremont County,110 Rhoades Ave.,Canon City,Co,81212.0,,,
2019,,,Humane Society Of Moab Valley,,,,,,,
2007,1235.0,,Humane Society Of Pagosa Springs,300 Paws Ct,Pagosa Springs,Co,81147.0,,,
2007,7.0,,Humane Society Of The Pikes Peak Region,610 Abbott Lane,Colorado Springs,Co,80905.0,,,
2008,7,,Humane Society Of The Pikes Peak Region,610 Abbott Lane,Colorado Springs,Co,80905.0,,,
2009,7,,Humane Society Of The Pikes Peak Region,610 Abbott Lane,Colorado Springs,Co,80905.0,,,
2010,7,,Humane Society Of The Pikes Peak Region,610 Abbott Lane,Colorado Springs,Co,80905.0,,,
2011,7,,Humane Society Of The Pikes Peak Region,610 Abbott Lane,Colorado Springs,Co,80905.0,,,
2012,7.0,,Humane Society Of The Pikes Peak Region,610 Abbott Lane,Colorado Springs,Co,80905.0,,,
2013,7,,Humane Society Of The Pikes Peak Region,610 Abbott Lane,Colorado Springs,Co,80905.0,,,
2010,6339,,Humane Society Of The South Platte Valley,"2129 W. Chenango Avenue, Unit A",Littleton,Co,80120.0,,,
2007,3148.0,,Humane Society Of Weld County,1620 42Nd St.,Evans,Co,80620.0,,,
2008,3148,,Humane Society Of Weld County,1620 42Nd St.,Evans,Co,80620.0,,,
2009,3148,,Humane Society Of Weld County,1620 42Nd St.,Evans,Co,80620.0,,,
2010,3148,,Humane Society Of Weld County,1620 42nd St.,Evans,Co,80620.0,,,
2011,3148,,Humane Society Of Weld County,1620 42Nd St.,Evans,Co,80620.0,,,
2012,3148.0,,Humane Society Of Weld County,1620 42Nd St.,Evans,Co,80620.0,,,
2013,3148,,Humane Society Of Weld County,1620 42Nd St.,Evans,Co,80620.0,,,
2007,2227.0,,Humane Society Of Western Colorado,"326 Main St., Ste. 213",Grand Junction,Co,81501.0,,,
2008,2227,,Humane Society Of Western Colorado,"326 Main St., Ste. 213",Grand Junction,Co,81501.0,,,
2009,2227,,Humane Society Of Western Colorado,"326 Main St., Ste. 213",Grand Junction,Co,81501.0,,,
2014,,,Humane Society of Boulder Valley,2323 55th Street,Boulder ,,80301,Boulder County,40.022366,-105.225482
2015,,,Humane Society of Boulder Valley,2323 55th St,Boulder ,,80301,Boulder County,40.022366,-105.225482
2016,,,Humane Society of Boulder Valley,2323 55th St,Boulder,,80301,Boulder County,40.015831,-105.27927
2017,,,Humane Society of Boulder Valley,2323 55th St,Boulder,,80301,Boulder County,40.04714,-105.214301
2018,,,Humane Society of Boulder Valley,2323 55th St,Boulder,,80301,Boulder County,40.04714,-105.214301
2019,,,Humane Society of Boulder Valley,2323 55th St,Boulder,,80301,Boulder County,40.04714,-105.214301
2020,,,Humane Society of Boulder Valley,2323 55th St,Boulder,,80301,Boulder County,40.04714,-105.214301
2021,,,Humane Society of Boulder Valley,2323 55th St,Boulder,,80301,Boulder County,40.04714,-105.214301
2022,,,Humane Society of Boulder Valley,2323 55th St,Boulder,,80301,Boulder County,40.04714,-105.214301
2023,,,Humane Society of Boulder Valley,2323 55th St,Boulder,,80301,Boulder County,40.04714,-105.214301
Licensing,,Pet Animal Large Shelter,"Humane Society of Boulder Valley, Inc.",,Boulder,Co,,Boulder,,
2014,,,Humane Society of Fremont County,110 Rhoades Ave,Canon City ,,81212,Fremont County,38.446225,-105.203982
2015,,,Humane Society of Fremont County,110 Rhoades Ave,Canon City ,,81212,Fremont County,38.446225,-105.203982
2016,,,Humane Society of Fremont County,110 Rhoades Ave,Canon City,,81212,Fremont County,38.442184,-105.23489
2018,,,Humane Society of Fremont County,110 Rhoades Ave,Canon City,,81212,Fremont County,38.442184,-105.23489
2019,,,Humane Society of Fremont County,110 Rhoades Ave,Canon City,,81212,Fremont County,38.442184,-105.23489
2020,,,Humane Society of Fremont County,110 Rhoades Ave,Canon City,,81212,Fremont County,38.442184,-105.23489
2021,,,Humane Society of Fremont County,110 Rhoades Ave,Canon City,,81212,Fremont County,38.442184,-105.23489
2022,,,Humane Society of Fremont County,110 Rhoades Ave,Canon City,,81212,Fremont County,38.442184,-105.23489
2023,,,Humane Society of Fremont County,110 Rhoades Ave,Canon City,,81212,Fremont County,38.442184,-105.23489
Licensing,,Pet Animal Large Shelter,"Humane Society of Fremont County, Inc.",,Canon City,Co,,Fremont,,
2017,,,"Humane Society of Fremont County,Inc.",,Canon City,,81212,Fremont County,38.492332,-105.309685
2020,,,Humane Society of Moab Valley,,,,,,,
2021,,,Humane Society of Moab Valley,,,,,,,
2022,,,Humane Society of Moab Valley,,,,,,,
2018,,Pet Animal Small Rescue,Humane Society of Moab Valley dba Petco,,Grand Junction,Co,,Mesa County,,
2023,,Pet Animal Small Rescue,Humane Society of Moab Valley dba Petco,,Grand Junction,Co,,Mesa County,,
Licensing,,Pet Animal Small Rescue,Humane Society of Moab Valley dba Petco,,Grand Junction,Co,,Mesa,,
2007,5799.0,,Humane Society of Pagosa Springs,465 Cloman Blvd.,Pagosa Springs,Co,81147.0,Archuleta County,37.283339,-107.06751
2008,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd.,Pagosa Springs,Co,81147.0,Archuleta County,37.283339,-107.06751
2009,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd.,Pagosa Springs,Co,81147.0,Archuleta County,37.283339,-107.06751
2011,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd.,Pagosa Springs,Co,81147.0,Archuleta County,37.283339,-107.06751
2012,5799.0,,Humane Society of Pagosa Springs,465 Cloman Blvd.,Pagosa Springs,Co,81147.0,Archuleta County,37.283339,-107.06751
2013,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd.,Pagosa Springs,Co,81147.0,Archuleta County,37.283339,-107.06751
2014,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd,Pagosa Springs ,Co,81147,Archuleta County,37.283339,-107.06751
2015,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd,Pagosa Springs ,Co,81147,Archuleta,37.283339,-107.06751
2016,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd,Pagosa Springs,Co,81147,Archuleta County,37.266324,-107.013125
2017,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd,Pagosa Springs,Co,81147,Archuleta County,37.195642,-107.058126
2019,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd,Pagosa Springs,Co,81147,Archuleta County,37.195642,-107.058126
2020,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd,Pagosa Springs,Co,81147,Archuleta County,37.195642,-107.058126
2021,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd,Pagosa Springs,Co,81147,Archuleta County,37.195642,-107.058126
2022,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd,Pagosa Springs,Co,81147,Archuleta County,37.195642,-107.058126
2023,5799,,Humane Society of Pagosa Springs,465 Cloman Blvd,Pagosa Springs,Co,81147,Archuleta County,37.195642,-107.058126
Licensing,,Pet Animal Small Shelter,"Humane Society of Pagosa Springs, Inc.",,Pagosa Springs,Co,,Archuleta,,
2018,,,Humane Society of Pagosa springs,,,,,Archuleta County,,
Licensing,,Pet Animal Small Shelter,"Humane Society of South Platte Valley, Inc.",,Littleton,Co,,Arapahoe,,
2022,,,Humane Society of St Thomas,,,,,,,
2015,,,Humane Society of Weld County,1620 42nd Street,Evans,,80620,Weld County,40.377378,-104.692863
2016,,,Humane Society of Weld County,1620 42nd Street,Evans,,80620,Weld County,40.377378,-104.692863
2017,,,Humane Society of Weld County,1620 42nd Street,Evans,,80620,Weld County,40.377208,-104.71396
2019,,,Humane Society of Weld County,1620 42nd Street,Evans,,80620,Weld County,40.377208,-104.71396
2020,,,Humane Society of Weld County,1620 42nd Street,Evans,,80620,Weld County,40.377208,-104.71396
2021,,,Humane Society of Weld County,1620 42nd Street,Evans,,80620,Weld County,40.377208,-104.71396
2022,,,Humane Society of Weld County,1620 42nd Street,Evans,,80620,Weld County,40.377208,-104.71396
2023,,,Humane Society of Weld County,1620 42nd Street,Evans,,80620,Weld County,40.377208,-104.71396
2018,,,"Humane Society of Weld County, INC.",,,,,Weld County,,
2014,,,"Humane Society of Weld County, Inc",1620 42nd  St,Evans ,,80620,Weld County,40.370109,-104.705935
2014,,Pet Animal Large Shelter,Humane Society of the Pikes Peak Region,610 Abbot Lane,Colorado Springs ,Co,80905,El Paso County,38.824816,-104.836773
2016,,Pet Animal Large Shelter,Humane Society of the Pikes Peak Region,610 Abbot Lane,Colorado Springs,Co,80905,El Paso County,38.835224,-104.819798
2017,,Pet Animal Large Shelter,Humane Society of the Pikes Peak Region,610 Abbot Lane,Colorado Springs,Co,80905,El Paso County,38.81761,-104.832663
2018,,Pet Animal Large Shelter,Humane Society of the Pikes Peak Region,610 Abbot Lane,Colorado Springs,Co,80905,El Paso County,38.81761,-104.832663
2019,,Pet Animal Large Shelter,Humane Society of the Pikes Peak Region,610 Abbot Lane,Colorado Springs,Co,80905,El Paso County,38.81761,-104.832663
2020,,Pet Animal Large Shelter,Humane Society of the Pikes Peak Region,610 Abbot Lane,Colorado Springs,Co,80905,El Paso County,38.81761,-104.832663
2021,,Pet Animal Large Shelter,Humane Society of the Pikes Peak Region,610 Abbot Lane,Colorado Springs,Co,80905,El Paso County,38.81761,-104.832663
2022,,Pet Animal Large Shelter,Humane Society of the Pikes Peak Region,610 Abbot Lane,Colorado Springs,Co,80905,El Paso County,38.81761,-104.832663
2023,,Pet Animal Large Shelter,Humane Society of the Pikes Peak Region,610 Abbot Lane,Colorado Springs,Co,80905,El Paso County,38.81761,-104.832663
Licensing,,Pet Animal Large Shelter,Humane Society of the Pikes Peak Region,610 Abbot Lane,Colorado Springs,Co,80905,El Paso,38.81761,-104.832663
Licensing,,Pet Animal Large Shelter,Humane Society of the Pikes Peak Region,610 Abbot Lane,Pueblo,Co,80905,Pueblo,38.81761,-104.832663
2019,,,Humane Society of the Pikes Peak Region - Pueblo,,,,,,,
2020,,,Humane Society of the Pikes Peak Region - Pueblo,,,,,,,
2021,,,Humane Society of the Pikes Peak Region - Pueblo,,,,,,,
2022,,,Humane Society of the Pikes Peak Region - Pueblo,,,,,,,
2023,,,Humane Society of the Pikes Peak Region - Pueblo,,,,,,,
2009,6339,,Humane Society of the South Platte Valley,"2129 W. Chenango Avenue, Unit A",Littleton,Co,80120.0,,,
2011,6339,,Humane Society of the South Platte Valley,"2129 W. Chenango Avenue, Unit A",Littleton,Co,80120.0,,,
2012,6339.0,,Humane Society of the South Platte Valley,"2129 W. Chenango Avenue, Unit A",Littleton,Co,80120.0,,,
2013,6339,,Humane Society of the South Platte Valley,"2129 W. Chenango Avenue, Unit A",Littleton,Co,80120.0,,,
2023,6339,,Humane Society of the South Platte Valley,"2129 W. Chenango Avenue, Unit A",Littleton,Co,80120.0,,,
2014,,,"Humane Society of the South Platte Valley, Inc",2129 W Chenango Ave,Littleton ,,80120,Arapahoe County,39.627717,-105.013169
2015,,,"Humane Society of the South Platte Valley, Inc.",2129 W. Chenango Avenue,Littleton,,80120,Arapahoe County,39.612653,-105.016198
2016,,,"Humane Society of the South Platte Valley, Inc.",2129 W. Chenango Avenue,Littleton,,80120,Arapahoe County,39.612653,-105.016198
2017,,,"Humane Society of the South Platte Valley, Inc.",2129 W. Chenango Avenue,Littleton,,80120,Arapahoe County,39.596439,-105.007179
2018,,,"Humane Society of the South Platte Valley, Inc.",2129 W. Chenango Avenue,Littleton,,80120,Arapahoe County,39.596439,-105.007179
2019,,,"Humane Society of the South Platte Valley, Inc.",2129 W. Chenango Avenue,Littleton,,80120,Arapahoe County,39.596439,-105.007179
2020,,,"Humane Society of the South Platte Valley, Inc.",2129 W. Chenango Avenue,Littleton,,80120,Arapahoe County,39.596439,-105.007179
2021,,,"Humane Society of the South Platte Valley, Inc.",2129 W. Chenango Avenue,Littleton,,80120,Arapahoe County,39.596439,-105.007179
2022,,,"Humane Society of the South Platte Valley, Inc.",2129 W. Chenango Avenue,Littleton,,80120,Arapahoe County,39.596439,-105.007179
2010,5799,,Humane Socitey Of Pagosa Springs,465 Cloman Blvd.,Pogosa Springs,Co,81147.0,,,
2015,,,Humane society of the pikes peak region,610 Abbot Lane,,,80905,El Paso County,,
2019,,,Hutchinson Animal Shelter,,,,,,,
2019,,,Indigo Mountain Nature Center,,,,,,,
2022,,,Indigo Mountain Nature Center,,,,,,,
2023,,,Indigo Mountain Nature Center,,,,,,,
2016,,,Indigo Mountain Nature Center Inc,,Lake George,,80827,Park County,43.426217,-73.712416
2014,,Pet Animal Sanctuary,"Indigo Mountain Nature Center, Inc",PO Box 208,Lake George ,Co,80827,Park County,,
Licensing,,Pet Animal Sanctuary,"Indigo Mountain Nature Center, Inc",PO Box 208,Lake George,Co,80827,Park,,
2007,4514.0,,"Indigo Mountain Nature Center, Inc.",1321 County Rd. 370,Lake George,Co,80827.0,Park County,39.082037,-105.570509
2008,4514,,"Indigo Mountain Nature Center, Inc.",1321 County Rd. 370,Lake George,Co,80827.0,Park County,39.082037,-105.570509
2009,4514,,"Indigo Mountain Nature Center, Inc.",1321 County Rd. 370,Lake George,Co,80827.0,Park County,39.082037,-105.570509
2010,4514,,"Indigo Mountain Nature Center, Inc.",Po Box 208,Lake George,Co,80827.0,Park County,39.082037,-105.570509
2011,4514,,"Indigo Mountain Nature Center, Inc.",1321 County Rd. 370,Lake George,Co,80827.0,Park County,39.082037,-105.570509
2012,4514.0,,"Indigo Mountain Nature Center, Inc.",1321 County Rd. 370,Lake George,Co,80827.0,Park County,39.082037,-105.570509
2013,4514,,"Indigo Mountain Nature Center, Inc.",1321 County Rd. 370,Lake George,Co,80827.0,Park County,39.082037,-105.570509
2015,4514,,"Indigo Mountain Nature Center, Inc.",1321 Cr 370,Lake George,Co,80827,Park County,39.082037,-105.570509
2017,4514,,"Indigo Mountain Nature Center, Inc.",1321 Cr 370,Lake George,Co,80827,Park County,39.082037,-105.570509
2018,4514,,"Indigo Mountain Nature Center, Inc.",1321 Cr 370,Lake George,Co,80827,Park County,39.082037,-105.570509
2020,4514,,"Indigo Mountain Nature Center, Inc.",1321 Cr 370,Lake George,Co,80827,Park County,39.082037,-105.570509
2021,4514,,"Indigo Mountain Nature Center, Inc.",1321 Cr 370,Lake George,Co,80827,Park County,39.082037,-105.570509
2021,,,Inge Trump,,,,,,,
2022,,,Inge Trump,,,,,,,
2023,,,Inge Trump,,,,,,,
2018,,,Innocent Paws Puppy Rescue,,,,,Boulder County,,
2019,,,Innocent Paws Puppy Rescue,,,,,Boulder County,,
2020,,,Innocent Paws Puppy Rescue,,,,,Boulder County,,
2021,,,Innocent Paws Puppy Rescue,,,,,Boulder County,,
2022,,,Innocent Paws Puppy Rescue,,,,,Boulder County,,
2023,,,InsideReef llc,,,,,,,
2022,,,Intermountain Humane Soceity,,,,,,,
2007,1719.0,,Intermountain Humane Society,67318 Us Hwy 285,Pine,Co,80470.0,Jefferson County,39.46226,-105.405735
2008,1719,,Intermountain Humane Society,67318 Us Hwy 285,Pine,Co,80470.0,Jefferson County,39.46226,-105.405735
2009,1719,,Intermountain Humane Society,67318 Us Hwy 285,Pine,Co,80470.0,Jefferson County,39.46226,-105.405735
2010,1719,,Intermountain Humane Society,67318 Us Hwy 285,Pine,Co,80470.0,Jefferson County,39.46226,-105.405735
2011,1719,,Intermountain Humane Society,67318 Us Hwy 285,Pine,Co,80470.0,Jefferson County,39.46226,-105.405735
2012,1719.0,,Intermountain Humane Society,67318 Us Hwy 285,Pine,Co,80470.0,Jefferson County,39.46226,-105.405735
2013,1719,,Intermountain Humane Society,67318 Us Hwy 285,Pine,Co,80470.0,Jefferson County,39.46226,-105.405735
2014,1719,,Intermountain Humane Society,67318 US Highway 285,Pine ,Co,80470,Jefferson County,39.46226,-105.405735
2015,1719,,Intermountain Humane Society,67318 US Hwy 285,Pine ,Co,80470,Park County,39.46226,-105.405735
2016,1719,,Intermountain Humane Society,67318 US Hwy 285,Pine,Co,80470,Park County,39.41,-105.323303
2017,1719,,Intermountain Humane Society,67318 US Hwy 285,Pine,Co,80470,Park County,39.446068,-105.374968
2018,1719,,Intermountain Humane Society,67318 US Hwy 285,Pine,Co,80470,Park County,39.446068,-105.374968
2020,1719,,Intermountain Humane Society,67318 US Hwy 285,Pine,Co,80470,Park County,39.446068,-105.374968
2021,1719,,Intermountain Humane Society,67318 US Hwy 285,Pine,Co,80470,Park County,39.446068,-105.374968
2023,,,Intermountain Humane001qm2,,,,,,,
2014,,,"International Hearing Dog, Inc",5901 E 89th Ave,Henderson ,,80640,Adams County,,
2019,,,"International Hearing Dog, Inc",5901 E 89th Ave,Henderson ,,80640,Adams County,,
2007,4076.0,,"International Hearing Dog, Inc.",5901 E. 89Th Ave.,Henderson,Co,80640.0,Adams County,36.034095,-114.984455
2008,4076,,"International Hearing Dog, Inc.",5901 E. 89Th Ave.,Henderson,Co,80640.0,Adams County,36.034095,-114.984455
2009,4076,,"International Hearing Dog, Inc.",5901 E. 89Th Ave.,Henderson,Co,80640.0,Adams County,36.034095,-114.984455
2010,4076,,"International Hearing Dog, Inc.",5901 E. 89th Ave.,Henderson,Co,80640.0,Adams County,36.034095,-114.984455
2011,4076,,"International Hearing Dog, Inc.",5901 E. 89Th Ave.,Henderson,Co,80640.0,Adams County,36.034095,-114.984455
2012,4076.0,,"International Hearing Dog, Inc.",5901 E. 89Th Ave.,Henderson,Co,80640.0,Adams County,36.034095,-114.984455
2013,4076,,"International Hearing Dog, Inc.",5901 E. 89Th Ave.,Henderson,Co,80640.0,Adams County,36.034095,-114.984455
2015,4076,,"International Hearing Dog, Inc.",5901 E. 89th Ave.,Henderson,Co,80640,Adams County,36.034095,-114.984455
2016,4076,,"International Hearing Dog, Inc.",5901 E. 89th Ave.,Henderson,Co,80640,Adams County,36.034095,-114.984455
2017,4076,,"International Hearing Dog, Inc.",5901 E. 89th Ave.,Henderson,Co,80640,Adams County,39.887851,-104.87655
2018,4076,,"International Hearing Dog, Inc.",5901 E. 89th Ave.,Henderson,Co,80640,Adams County,39.887851,-104.87655
2020,4076,,"International Hearing Dog, Inc.",5901 E. 89th Ave.,Henderson,Co,80640,Adams County,39.887851,-104.87655
2021,4076,,"International Hearing Dog, Inc.",5901 E. 89th Ave.,Henderson,Co,80640,Adams County,39.887851,-104.87655
2022,4076,,"International Hearing Dog, Inc.",5901 E. 89th Ave.,Henderson,Co,80640,Adams County,39.887851,-104.87655
2023,4076,,"International Hearing Dog, Inc.",5901 E. 89th Ave.,Henderson,Co,80640,Adams County,39.887851,-104.87655
2019,,,Intuitive Dog Training LLC,,,,,,,
2010,6541,,Investigative Task Force Servies,1001 W 120Th Ave,Westminster,Co,80234.0,,,
2019,,,Izzy's Place Senior Dog Rescue ,,,,,,,
2018,,,Izzy's place ,,,,,Larimer County,,
2020,,,Izzys place senior dog rescue,,,,,,,
2021,,,Izzys place senior dog rescue,,,,,,,
2013,,,J and V Rescue,2736 Bruchez Pkwy #205,Westminster,Co,80234.0,,,
2023,,,JJ Helping Paws Inc,,,,,,,
2019,,,JJ's Helping Paws,,,,,,,
2018,,,JJS Helping Paws Inc.,,,,,Fremont County,,
2017,,,JJs Helping Paws,,Pueblo West,,81007,Fremont County,38.341733,-104.749697
2020,,Pet Animal Small Shelter,JJs Helping Paws Inc,,Canon City,Co,,Fremont,,
Licensing,,Pet Animal Small Shelter,JJs Helping Paws Inc,,Canon City,Co,,Fremont,,
2016,,,JJs Helping Paws Inc.,,Pueblo West,,81007,Pueblo County,38.322234,-104.739288
2021,,,JJs Helping Paws Inc.,,Pueblo West,,81007,Pueblo County,38.322234,-104.739288
2022,,,"JJs Helping Paws, Inc.",,,,,,,
2007,3904.0,,Jack Russell Terrier Rescue Of Colorado,107 E. C.R. 70,Wellington,Co,80549.0,,,
2008,3904,,Jack Russell Terrier Rescue Of Colorado,107 E. C.R. 70,Wellington,Co,80549.0,,,
2009,3904,,Jack Russell Terrier Rescue Of Colorado,107 E. C.R. 70,Wellington,Co,80549.0,,,
2010,3904,,Jack Russell Terrier Rescue Of Colorado,107 E. C.R. 70,Wellington,Co,80549.0,,,
2011,3904,,Jack Russell Terrier Rescue Of Colorado,107 E. C.R. 70,Wellington,Co,80549.0,,,
2012,3904.0,,Jack Russell Terrier Rescue Of Colorado,107 E. C.R. 70,Wellington,Co,80549.0,,,
2007,3955.0,,"Jackson, David & Mary",11356 Rd. 25.4,Cortez,Co,81321.0,,,
2008,3955,,"Jackson, David & Mary",11356 Rd. 25.4,Cortez,Co,81321.0,,,
2009,3955,,"Jackson, David & Mary",11356 Rd. 25.4,Cortez,Co,81321.0,,,
2011,3955,,"Jackson, David & Mary",11356 Rd. 25.4,Cortez,Co,81321.0,,,
2012,3955.0,,"Jackson, David & Mary",11356 Rd. 25.4,Cortez,Co,81321.0,,,
2013,3955,,"Jackson, David & Mary",11356 Rd. 25.4,Cortez,Co,81321.0,,,
2019,,Pet Animal Large Rescue,Jailbreak Husky Rescue,,Denver,Co,,Denver,,
2020,,Pet Animal Large Rescue,Jailbreak Husky Rescue,,Denver,Co,,Denver,,
2021,,Pet Animal Large Rescue,Jailbreak Husky Rescue,,Denver,Co,,Denver,,
2022,,Pet Animal Large Rescue,Jailbreak Husky Rescue,,Denver,Co,,Denver,,
2023,,Pet Animal Large Rescue,Jailbreak Husky Rescue,,Denver,Co,,Denver,,
Licensing,,Pet Animal Large Rescue,Jailbreak Husky Rescue,,Denver,Co,,Denver,,
2007,2572.0,,Jan'S Paw Prints Grooming / Petsitting,5117 Halfmoon Dr,Colorado Springs,Co,80915.0,,,
2008,2572,,Jan'S Paw Prints Grooming / Petsitting,5117 Halfmoon Dr,Colorado Springs,Co,80915.0,,,
2007,5133.0,,Jdl'S,304 Zante Ct.,Lochbuie,Co,80603.0,,,
2019,,,Jemez Valley Animal Amigos,,,,,,,
2020,,,Jemez Valley Animal Amigos,,,,,,,
2021,,,Jemez Valley Animal Amigos,,,,,,,
2022,,,Jewels Senior Dog Rescue,,,,,,,
2007,5795.0,,Joe Jorbin,2217 S. Cherry St.,Denver,Co,80222.0,,,
2019,,,Josephine Tullio dba The Tullios,,,,,,,
2023,,,Journey Home Animal Care Center,,,,,,,
2022,,,Journey Home Animal Care Center Inc,,,,,,,
Licensing,,Pet Animal Small Shelter,"Journey Home Animal Care Center, Inc",,Rifle,Co,,Garfield,,
2007,4878.0,,K9 Bed & Biscuit,14253 Hwy. 392,Greeley,Co,80631.0,,,
2008,4878,,K9 Bed & Biscuit,14253 Hwy. 392,Greeley,Co,80631.0,,,
2021,,,KOT Kitten Korner,,,,,,,
2022,,,KOT Kitten Korner,,,,,,,
2023,,,KOT Kitten Korner,,,,,,,
2010,2397,,Karen K. Schultz,15643 E. 35th Pl,Aurora,Co,80011.0,,,
2023,,Pet Animal Large Rescue,Karl's Canine Krew,,Colorado Springs,Co,,El Paso,,
Licensing,,Pet Animal Large Rescue,Karl's Canine Krew,,Colorado Springs,Co,,El Paso,,
2022,,,Karra,,,,,,,
2007,5688.0,,Katcha's Miniature Schnauzers,24 Circle C Rd.,Fountain,Co,80817.0,,,
Licensing,,Pet Animal Sanctuary,Kathrine R Overturf,,Nunn,Co,,Weld,,
2015,,,Katmandu Paonia,40380 Mathews Lane,Paonia,,81428,Delta County,38.866989,-107.597847
2016,,,Katmandu Paonia,40380 Mathews Lane,Paonia,,81428,Delta County,38.866989,-107.597847
2017,,,Katmandu Paonia,40380 Mathews Lane,Paonia,,81428,Delta County,38.92599,-107.597202
